wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,3,0,5,7,1,0,5,2,2.0,19,0.0,0,0.857142857,0.625,1,1,8.5,1,0.5,0
5,5,0,1,10,10,0,1,5,1.0,48,0.0,0,0.928571429,1.0,1,4,8.2,2,1.2,0
5,6,0,11,24,8,1,10,3,1.0,172,0.0,0,0.888888889,0.4375,2,2,32.6,2,0.8,0
2,5,0,36,47,1,0,36,2,1.0,234,0.0,0,0.9375,0.6,1,1,115.5,1,0.5,0
6,8,0,17,18,15,4,13,4,1.066666667,70,0.0,0,0.885714286,0.7,5,5,10.16666667,3,1.1667,0
2,3,0,14,17,1,0,14,2,1.0,78,0.0,0,0.857142857,0.625,1,1,37.0,1,0.5,0
2,3,0,15,20,1,0,15,2,1.0,67,0.0,0,0.857142857,0.625,1,1,32.0,1,0.5,0
6,7,0,10,15,13,0,10,2,1.0,49,0.0,0,0.882352941,0.466666667,4,6,6.666666667,1,0.6667,0
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
2,1,0,10,11,1,2,8,2,2.0,29,0.0,0,0.0,0.625,0,0,13.5,1,0.5,0
2,3,0,25,23,1,0,25,2,1.0,200,0.0,0,0.857142857,0.625,1,1,96.5,1,0.5,0
2,3,0,13,10,1,0,13,2,2.0,48,0.0,0,0.857142857,0.625,1,1,23.0,1,0.5,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
7,4,0,18,24,9,0,18,2,0.888888889,120,0.0,0,0.791666667,0.666666667,2,4,15.71428571,1,0.7143,0
2,4,0,12,12,1,0,12,2,1.0,62,0.0,0,0.928571429,0.625,1,1,29.0,1,0.5,0
2,3,0,17,19,1,0,17,2,1.0,64,0.0,0,0.857142857,0.625,1,1,30.5,1,0.5,0
3,2,0,7,16,1,0,7,2,0.75,60,0.5,0,0.944444444,0.75,0,0,18.33333333,2,0.6667,0
2,3,0,11,14,1,0,11,2,1.0,52,0.0,0,0.857142857,0.625,1,1,24.5,3,1.5,0
2,3,0,14,14,1,0,14,2,2.0,46,0.0,0,0.857142857,0.625,1,1,22.0,1,0.5,0
2,5,0,1,3,1,0,1,1,2.0,7,0.0,0,0.973684211,1.0,1,1,2.5,1,0.5,0
6,5,0,12,18,3,2,10,5,0.866666667,128,0.0,0,0.857142857,0.733333333,2,2,19.83333333,1,0.6667,0
4,5,0,18,29,4,1,17,3,1.0,108,0.0,0,0.928571429,0.555555556,2,2,25.25,1,0.5,0
2,3,0,25,23,1,0,25,2,1.0,218,0.0,0,0.857142857,0.625,1,1,105.0,1,0.5,0
2,5,2,3,3,1,2,1,1,2.0,7,0.0,0,0.96,1.0,1,1,2.5,1,0.5,0
5,5,0,20,34,8,0,20,2,1.0,148,0.0,0,0.869565217,0.5,3,3,28.0,1,0.6,0
5,8,0,3,10,10,0,3,2,1.083333333,35,0.0,0,0.916666667,1.0,4,4,5.4,1,0.6,0
3,1,0,4,19,1,1,3,1,0.875,128,0.25,0,0.0,0.5,0,0,40.33333333,4,2.0,0
2,4,0,9,11,1,0,9,2,1.0,39,0.0,0,0.972222222,0.666666667,2,2,18.0,1,0.5,0
4,4,0,39,62,4,0,39,2,0.866666667,484,0.2,0,0.866666667,0.466666667,1,1,118.75,5,1.5,0
7,5,0,24,36,15,0,24,3,0.966666667,148,0.0,0,0.8,0.4,3,5,19.42857143,3,1.0,0
2,3,0,16,19,1,0,16,2,1.0,114,0.0,0,0.857142857,0.625,1,1,54.5,12,6.0,0
6,7,0,13,18,9,0,13,1,0.933333333,67,0.0,0,0.891891892,0.666666667,4,5,9.666666667,1,0.6667,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,4,0,20,17,1,0,20,2,2.0,90,0.0,0,0.928571429,0.625,1,1,44.0,1,0.5,1
2,5,0,22,27,1,0,22,2,1.0,129,0.0,0,0.9375,0.6,1,1,62.5,1,0.5,0
2,3,0,14,16,1,0,14,2,1.0,55,0.0,0,0.857142857,0.625,1,1,26.0,1,0.5,0
11,5,2,18,56,53,2,16,2,0.966666667,315,0.0,0,0.833333333,0.4,0,0,27.36363636,1,0.8182,0
3,1,0,22,45,1,0,22,2,0.833333333,164,0.0,0,0.0,0.75,0,0,52.66666667,4,1.3333,0
5,6,0,34,54,4,2,32,4,0.95,281,0.0,0,0.90625,0.5625,3,3,54.2,1,0.6,0
5,5,0,12,20,8,0,12,1,0.875,77,0.0,0,0.913043478,0.7,2,3,14.0,5,1.6,1
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
3,1,0,5,3,3,3,2,3,2.0,3,0.0,0,0.0,0.777777778,0,0,0.0,1,1.0,0
2,3,0,18,19,1,0,18,2,1.0,103,0.0,0,0.857142857,0.625,1,1,49.5,11,5.5,0
2,5,0,32,31,1,0,32,2,1.0,129,0.0,0,0.9375,0.6,1,1,63.0,1,0.5,0
7,5,0,22,32,13,0,22,3,0.916666667,156,0.0,0,0.8,0.4,4,6,20.71428571,5,1.2857,0
2,3,0,20,36,1,0,20,2,1.0,239,0.0,0,0.857142857,0.625,1,1,116.0,1,0.5,0
2,2,0,23,24,1,0,23,1,1.0,104,0.0,0,0.933333333,0.625,1,2,50.0,3,1.5,0
2,2,0,13,18,0,4,9,2,0.0,75,1.0,1,0.857142857,0.666666667,0,0,36.0,1,0.5,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,0,23,30,1,0,23,2,1.0,164,0.0,0,0.857142857,0.583333333,1,1,80.0,1,0.5,0
5,5,0,22,40,4,2,20,4,0.916666667,210,0.0,0,0.9,0.666666667,2,2,40.4,1,0.6,0
2,3,0,12,12,1,0,12,2,1.0,63,0.0,0,0.857142857,0.625,1,1,29.5,1,0.5,0
1,1,0,5,1,0,2,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,4,0,22,35,1,0,22,2,1.0,189,0.0,0,0.928571429,0.625,1,1,92.5,1,0.5,0
6,5,0,16,21,13,0,16,3,1.0,68,0.0,0,0.833333333,0.36,3,4,9.833333333,1,0.6667,0
4,2,0,13,9,6,8,5,1,2.0,20,0.0,0,0.571428571,0.55,1,2,4.0,1,0.75,0
2,4,0,24,22,1,0,24,2,1.0,107,0.0,0,0.928571429,0.625,1,1,51.5,1,0.5,0
8,6,12,25,24,28,12,13,4,1.0,75,0.0,0,0.818181818,0.428571429,3,4,8.125,3,1.0,0
2,3,0,19,15,1,0,19,2,1.0,60,0.0,0,0.857142857,0.625,1,1,28.5,1,0.5,0
2,3,0,8,6,1,0,8,2,2.0,21,0.0,0,0.857142857,0.625,1,1,9.5,2,1.0,0
5,5,0,29,60,4,3,26,4,0.9375,419,0.0,0,0.916666667,0.666666667,2,4,82.0,1,0.6,0
2,2,0,9,8,1,0,9,2,2.0,56,0.0,0,0.8,0.666666667,1,1,27.0,1,0.5,0
3,4,0,39,67,3,0,39,2,1.0,448,0.0,0,0.945945946,0.5,2,2,147.0,2,1.0,1
4,3,0,13,27,4,0,13,1,0.904761905,304,0.142857143,0,0.953488372,0.666666667,1,1,73.25,1,0.5,0
2,4,0,17,17,1,0,17,2,1.0,83,0.0,0,0.928571429,0.625,2,2,39.5,1,0.5,0
2,4,0,20,17,1,0,20,2,1.5,120,0.0,0,0.928571429,0.625,1,1,56.0,1,0.5,0
2,3,0,11,19,1,0,11,2,2.0,78,0.0,0,0.857142857,0.625,1,1,38.0,4,2.0,0
2,3,0,7,6,1,0,7,2,2.0,21,0.0,0,0.857142857,0.625,1,1,9.5,2,1.0,0
7,5,0,19,29,13,0,19,3,0.916666667,143,0.0,0,0.8,0.4,4,6,18.85714286,5,1.2857,0
2,3,0,18,23,1,0,18,2,1.0,127,0.0,0,0.857142857,0.625,1,1,60.5,1,0.5,0
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.875,0.5,2,3,7.6,1,0.6,0
5,5,0,10,15,8,0,10,2,1.0,52,0.0,0,0.875,0.5,2,3,8.8,1,0.6,0
2,3,0,31,25,1,0,31,2,1.0,179,0.0,0,0.857142857,0.625,1,1,86.5,1,0.5,0
2,4,0,5,9,1,0,5,2,2.0,25,0.0,0,0.928571429,0.625,1,1,11.5,3,1.5,0
2,5,0,1,3,1,0,1,1,2.0,7,0.0,0,0.973684211,1.0,1,1,2.5,1,0.5,0
7,5,0,27,32,15,0,27,3,0.966666667,177,0.0,0,0.8,0.4,3,5,23.57142857,1,0.7143,0
2,3,0,15,21,1,0,15,2,1.333333333,95,0.333333333,0,0.857142857,0.625,1,1,45.0,7,3.5,0
2,4,0,8,8,1,0,8,2,2.0,31,0.0,0,0.928571429,0.625,1,1,14.5,2,1.0,0
2,2,0,9,8,1,0,9,2,2.0,44,0.0,0,0.8,0.666666667,1,1,21.0,1,0.5,0
2,4,0,10,7,1,0,10,2,2.0,20,0.0,0,0.888888889,0.6,1,1,9.0,1,0.5,0
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
2,4,0,20,22,1,0,20,2,1.888888889,132,0.888888889,0,0.928571429,0.625,1,1,60.5,1,0.5,1
4,4,0,1,9,6,0,1,4,1.0,45,0.0,0,0.941176471,1.0,1,3,9.75,2,1.25,0
3,5,2,16,20,1,2,14,2,0.75,75,0.0,0,0.97826087,0.666666667,0,0,23.33333333,1,0.3333,0
2,3,0,12,14,1,0,12,2,2.0,49,0.0,0,0.857142857,0.625,1,1,23.5,1,0.5,0
2,3,0,14,17,1,0,14,2,1.0,96,0.0,0,0.857142857,0.625,1,1,45.5,1,0.5,0
2,4,0,22,24,1,0,22,2,1.0,122,0.0,0,0.928571429,0.625,1,1,58.5,1,0.5,0
2,3,0,31,35,1,0,31,2,1.0,224,0.0,0,0.857142857,0.625,1,1,108.0,1,0.5,0
2,3,0,40,44,1,0,40,2,1.0,365,0.0,0,0.857142857,0.625,2,2,180.0,1,0.5,0
2,4,0,15,13,1,0,15,2,1.0,53,0.0,0,0.928571429,0.625,1,1,25.0,1,0.5,1
2,3,0,25,39,1,0,25,2,1.0,204,0.0,0,0.857142857,0.625,1,1,99.5,1,0.5,0
7,5,0,26,28,15,0,26,3,0.944444444,103,0.0,0,0.8,0.4,3,5,13.28571429,1,0.7143,0
6,5,0,14,18,9,0,14,2,0.95,83,0.0,0,0.84,0.6,2,4,12.16666667,1,0.6667,0
22,1,0,91,67,121,54,37,21,0.80952381,887,0.0,0,0.0,0.181818182,0,0,39.04545455,7,3.4545,0
5,1,0,35,29,8,16,19,3,0.75,219,0.333333333,1,0.0,0.4375,0,0,42.2,12,2.8,0
2,5,0,20,24,1,0,20,2,1.0,153,0.0,0,0.9375,0.6,1,1,75.0,1,0.5,0
2,3,0,11,9,1,0,11,2,2.0,35,0.0,0,0.857142857,0.625,1,1,16.5,4,2.0,0
6,5,0,17,25,13,0,17,3,1.0,102,0.0,0,0.833333333,0.36,4,5,15.33333333,5,1.3333,0
2,3,0,18,22,1,0,18,2,1.0,71,0.0,0,0.857142857,0.625,1,1,34.0,1,0.5,0
6,5,0,27,38,3,9,18,5,0.9,233,0.0,0,0.918367347,0.733333333,2,6,37.16666667,1,0.6667,1
2,3,0,27,23,1,0,27,2,1.0,122,0.0,0,0.857142857,0.625,1,1,58.5,1,0.5,0
4,2,0,16,23,4,0,16,3,0.888888889,122,0.333333333,0,0.6,0.5,0,0,28.75,4,1.75,0
2,4,0,7,5,1,0,7,2,2.0,10,0.0,0,0.888888889,0.6,1,1,4.0,1,0.5,0
2,3,0,8,15,1,0,8,2,1.0,48,0.0,0,0.857142857,0.625,1,1,22.5,3,1.5,0
6,4,0,23,26,9,0,23,2,0.933333333,107,0.0,0,0.826086957,0.6,2,4,16.33333333,1,0.6667,1
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
2,1,0,5,9,1,4,1,1,2.0,46,0.0,0,0.0,0.5,0,0,22.0,4,2.0,0
4,5,0,11,18,4,1,10,3,1.0,67,0.0,0,0.957446809,0.555555556,2,4,15.0,1,0.5,0
6,7,0,10,15,13,0,10,2,1.0,49,0.0,0,0.882352941,0.466666667,4,6,6.666666667,1,0.6667,0
5,3,0,17,36,4,0,17,1,0.925,343,0.1,0,0.931818182,0.5,1,2,65.6,7,1.8,0
2,4,0,26,26,1,0,26,2,1.0,118,0.0,0,0.928571429,0.625,1,1,57.5,1,0.5,0
4,5,0,20,29,4,1,19,3,1.0,102,0.0,0,0.928571429,0.555555556,2,2,23.75,1,0.5,0
2,3,0,14,18,1,0,14,2,2.0,71,0.0,0,0.857142857,0.625,1,1,34.5,1,0.5,0
6,4,0,13,17,9,0,13,2,0.95,82,0.0,0,0.826086957,0.6,2,4,12.0,1,0.6667,0
4,3,0,13,16,4,0,13,3,0.833333333,53,0.5,0,0.9,0.466666667,0,0,11.75,2,0.75,0
2,3,0,14,21,1,0,14,2,1.0,69,0.0,0,0.857142857,0.625,1,1,33.0,3,1.5,0
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
3,4,0,23,25,1,0,23,2,1.1875,163,0.625,0,0.928571429,0.625,1,1,50.66666667,1,0.3333,0
2,4,0,6,6,1,0,6,2,2.0,16,0.0,0,0.972222222,0.666666667,2,2,7.0,1,0.5,0
2,4,0,11,8,1,0,11,2,2.0,29,0.0,0,0.888888889,0.6,1,1,13.5,1,0.5,0
2,4,0,21,33,1,0,21,2,1.0,198,0.0,0,0.972222222,0.666666667,3,3,96.5,7,3.5,0
2,3,0,14,15,1,0,14,2,2.0,45,0.0,0,0.857142857,0.625,1,1,21.5,1,0.5,0
6,5,0,14,19,15,0,14,1,1.0,89,0.0,0,0.9,0.75,2,3,13.5,5,1.5,0
2,4,0,13,13,1,0,13,2,1.0,60,0.0,0,0.888888889,0.6,1,1,28.5,5,2.5,0
11,5,0,33,47,13,13,20,10,0.775,391,0.0,0,0.833333333,0.65,4,9,34.18181818,1,0.8182,1
2,4,0,16,22,1,0,16,2,1.0,90,0.0,0,0.972222222,0.666666667,3,3,43.5,2,1.0,0
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.869565217,0.5,3,3,7.6,1,0.6,0
6,8,0,10,15,13,0,10,2,1.0,49,0.0,0,0.885714286,0.466666667,4,6,6.666666667,1,0.6667,0
2,5,0,10,6,1,0,10,2,2.0,25,0.0,0,0.9375,0.6,1,1,11.5,1,0.5,1
2,1,0,50,2,1,48,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
6,5,0,18,26,3,2,16,5,0.866666667,218,0.0,0,0.862068966,0.733333333,2,2,34.83333333,1,0.6667,0
4,5,0,11,19,4,1,10,3,1.0,73,0.0,0,0.957446809,0.555555556,2,4,16.5,1,0.5,0
2,4,0,10,11,1,0,10,2,1.0,58,0.0,0,0.972222222,0.666666667,2,2,27.0,1,0.5,0
3,1,0,8,14,3,2,6,2,1.5,59,1.0,0,0.0,0.416666667,0,0,18.33333333,3,1.3333,0
7,5,0,22,33,9,0,22,2,0.966666667,145,0.2,0,0.8,0.666666667,3,4,19.0,1,0.7143,0
3,4,0,8,12,3,0,8,2,1.0,52,0.0,0,0.956521739,0.625,1,1,15.66666667,5,1.6667,1
2,4,0,29,27,1,0,29,2,1.0,176,0.0,0,0.928571429,0.625,1,1,85.5,1,0.5,0
2,3,0,17,19,1,0,17,2,1.0,77,0.0,0,0.857142857,0.625,2,2,36.5,1,0.5,0
2,3,0,6,6,1,0,6,2,2.0,19,0.0,0,0.857142857,0.625,1,1,8.5,1,0.5,0
5,4,0,1,10,10,0,1,3,1.0,48,0.0,0,0.924528302,1.0,1,3,8.2,2,1.2,0
7,8,0,19,26,15,0,19,2,0.944444444,97,0.0,0,0.861111111,0.555555556,5,7,12.42857143,1,0.7143,0
2,3,0,27,24,1,0,27,2,1.0,99,0.0,0,0.857142857,0.625,1,1,48.0,1,0.5,0
2,4,0,16,13,1,0,16,2,2.0,46,0.0,0,0.928571429,0.625,1,1,22.0,1,0.5,0
4,1,0,24,4,6,20,4,4,2.0,4,0.0,0,0.0,0.85,0,0,0.0,1,1.0,0
2,3,0,9,9,1,0,9,2,2.0,30,0.0,0,0.857142857,0.625,1,1,14.0,2,1.0,0
2,3,0,13,19,1,0,13,2,1.0,86,0.0,0,0.857142857,0.625,1,1,41.0,1,0.5,0
5,8,0,16,17,10,4,12,4,1.083333333,64,0.0,0,0.916666667,0.75,4,4,11.2,3,1.2,0
4,5,0,30,41,4,2,28,3,1.0,217,0.0,0,0.957446809,0.555555556,2,4,52.0,1,0.5,0
2,3,0,8,15,1,0,8,2,1.75,80,0.75,0,0.857142857,0.666666667,2,2,37.0,6,3.0,0
2,4,0,5,5,1,0,5,2,2.0,12,0.0,0,0.972222222,0.666666667,2,2,5.0,1,0.5,0
2,2,0,10,13,1,0,10,2,1.0,64,0.0,0,0.8,0.666666667,1,1,30.0,3,1.5,0
2,3,0,28,23,1,0,28,2,2.0,77,0.0,0,0.857142857,0.583333333,1,1,37.5,1,0.5,0
6,5,0,10,15,13,0,10,2,1.0,49,0.0,0,0.833333333,0.466666667,3,3,6.666666667,1,0.6667,0
6,5,0,20,29,13,0,20,3,1.0,121,0.0,0,0.833333333,0.36,3,4,18.33333333,3,1.0,0
2,3,0,12,26,1,0,12,2,1.0,263,0.0,0,0.947368421,0.5625,0,0,130.0,1,0.5,0
4,5,0,14,25,4,1,13,3,1.0,160,0.0,0,0.957446809,0.555555556,2,4,38.25,1,0.5,0
6,5,0,31,42,9,0,31,2,0.95,175,0.0,0,0.857142857,0.6,2,4,27.5,1,0.6667,0
6,5,0,30,38,9,0,30,2,0.966666667,210,0.0,0,0.833333333,0.6,3,4,33.0,1,0.6667,0
4,6,0,27,42,4,1,26,3,1.0,259,0.0,0,0.935483871,0.555555556,3,3,62.75,1,0.5,0
2,4,0,8,6,1,0,8,2,2.0,19,0.0,0,0.928571429,0.625,1,1,8.5,1,0.5,0
3,4,0,24,49,1,0,24,2,1.0,1588,0.6,0,0.928571429,0.625,1,1,526.6666667,1,0.3333,0
2,3,0,27,37,1,0,27,2,1.0,164,0.0,0,0.857142857,0.625,1,1,79.5,1,0.5,0
2,3,0,8,6,1,0,8,2,2.0,21,0.0,0,0.857142857,0.625,1,1,9.5,2,1.0,0
2,3,0,13,11,1,0,13,2,2.0,38,0.0,0,0.857142857,0.625,1,1,18.0,2,1.0,0
2,4,0,14,18,1,0,14,2,2.0,55,0.0,0,0.972222222,0.666666667,2,2,26.5,1,0.5,0
2,4,0,25,26,1,0,25,2,1.0,95,0.0,0,0.928571429,0.625,1,1,46.0,1,0.5,0
2,4,0,29,34,1,0,29,2,1.4,157,0.4,0,0.928571429,0.625,1,1,75.0,1,0.5,0
10,1,0,7,36,17,1,6,9,0.857142857,180,0.285714286,0,0.0,0.311111111,0,0,16.3,5,1.4,1
2,3,0,18,24,1,0,18,2,1.0,103,0.0,0,0.857142857,0.625,1,1,49.5,1,0.5,0
2,3,0,8,8,1,0,8,2,2.0,25,0.0,0,0.857142857,0.625,1,1,11.5,1,0.5,0
6,3,0,17,37,9,0,17,1,0.945454545,426,0.090909091,0,0.911111111,0.533333333,1,2,68.16666667,7,1.6667,0
2,3,0,14,19,1,0,14,2,1.0,88,0.0,0,0.857142857,0.625,1,1,42.5,10,5.0,0
2,4,0,27,27,1,0,27,2,1.0,312,0.0,0,0.928571429,0.625,1,1,152.5,1,0.5,0
2,2,0,8,12,1,0,8,2,2.0,58,0.0,0,0.8,0.666666667,1,1,28.0,1,0.5,0
2,3,0,15,17,1,0,15,2,1.0,60,0.0,0,0.857142857,0.625,1,1,28.5,1,0.5,0
2,3,0,16,16,1,0,16,2,1.0,139,0.0,0,0.857142857,0.625,1,1,66.5,8,4.0,0
7,5,0,25,29,15,0,25,3,0.966666667,137,0.0,0,0.8,0.4,3,5,17.85714286,3,1.0,0
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.875,0.5,2,3,7.6,1,0.6,0
2,2,0,10,13,1,0,10,2,1.0,64,0.0,0,0.8,0.666666667,1,1,30.0,3,1.5,0
3,3,0,17,8,3,6,11,3,2.0,35,0.0,0,0.833333333,0.476190476,1,1,10.66666667,2,1.0,0
2,3,0,10,13,1,0,10,2,1.0,45,0.0,0,0.857142857,0.625,1,1,21.0,1,0.5,0
4,5,0,19,26,4,2,17,3,1.0,117,0.0,0,0.957446809,0.555555556,2,4,27.5,1,0.5,0
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.869565217,0.5,3,3,7.6,1,0.6,0
2,3,0,16,20,1,0,16,2,1.0,101,0.0,0,0.857142857,0.625,1,1,48.5,1,0.5,0
3,1,0,5,6,0,1,4,3,0.0,24,0.0,0,0.0,0.583333333,0,0,6.666666667,1,0.6667,0
2,1,0,16,25,1,1,15,1,1.0,83,0.0,0,0.0,0.5,0,0,40.0,1,0.5,0
2,3,0,14,20,1,0,14,2,2.0,93,0.0,0,0.857142857,0.625,2,2,45.5,9,4.5,1
2,3,0,32,35,1,0,32,2,1.0,198,0.0,0,0.857142857,0.625,1,1,96.5,1,0.5,0
2,3,0,9,16,1,0,9,2,1.0,73,0.0,0,0.857142857,0.625,1,1,35.0,1,0.5,0
2,4,0,32,29,1,0,32,2,1.0,144,0.0,0,0.928571429,0.625,1,1,69.0,1,0.5,0
4,5,0,6,10,6,0,6,1,1.333333333,29,1.0,0,0.933333333,0.625,2,2,6.0,1,0.75,0
2,4,0,7,10,1,0,7,2,2.0,46,0.0,0,0.888888889,0.6,1,1,22.0,2,1.0,0
6,5,0,14,29,13,0,14,3,0.95,115,0.25,0,0.913043478,0.433333333,1,2,17.5,3,1.1667,0
6,1,0,21,32,13,1,20,5,0.9,134,0.5,0,0.0,0.72,0,0,21.0,1,0.6667,0
1,1,0,6,1,0,2,4,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,4,0,23,23,1,0,23,2,1.0,81,0.0,0,0.928571429,0.625,1,1,39.0,1,0.5,0
2,5,0,32,31,1,0,32,2,1.0,129,0.0,0,0.9375,0.6,1,1,63.0,1,0.5,0
6,7,0,19,23,9,0,19,1,0.933333333,99,0.0,0,0.891891892,0.666666667,4,5,15.0,1,0.6667,0
6,5,0,22,46,11,0,22,3,0.95,268,0.25,1,0.914893617,0.4,1,1,42.33333333,3,1.5,0
2,3,0,7,4,1,0,7,2,2.0,10,0.0,0,0.857142857,0.625,1,1,4.0,1,0.5,0
17,1,0,166,21,80,163,3,17,0.889423077,178,0.923076923,1,0.0,0.247058824,0,0,8.705882353,3,1.0588,0
2,1,0,14,11,1,6,8,2,2.0,29,0.0,0,0.0,0.625,0,0,13.5,1,0.5,0
2,4,0,26,25,1,0,26,2,1.0,110,0.0,0,0.928571429,0.625,1,1,53.5,1,0.5,0
8,5,0,35,73,20,4,31,5,0.904761905,693,0.333333333,0,0.806451613,0.357142857,3,3,84.875,2,1.0,1
2,4,0,22,31,1,0,22,2,1.0,209,0.0,0,0.888888889,0.6,1,1,103.0,1,0.5,0
4,1,0,33,126,4,0,33,2,0.916666667,620,0.25,0,0.0,0.555555556,0,0,153.0,22,5.75,0
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
2,3,0,11,21,1,0,11,2,2.0,86,0.0,0,0.857142857,0.625,1,1,42.0,4,2.0,0
0,1,0,21,0,0,21,0,0,2.0,96,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
2,4,0,12,12,1,0,12,2,1.0,62,0.0,0,0.928571429,0.625,1,1,29.0,1,0.5,0
2,3,0,19,22,1,0,19,2,2.0,96,0.0,0,0.857142857,0.625,1,1,47.0,1,0.5,0
8,4,0,21,34,20,0,21,3,0.952380952,189,0.0,0,0.76,0.371428571,2,4,21.875,3,1.0,0
2,3,0,5,8,1,0,5,2,2.0,22,0.0,0,0.857142857,0.625,1,1,10.0,1,0.5,0
2,4,2,3,3,1,2,1,1,2.0,10,0.0,0,0.979591837,0.75,2,2,4.0,1,0.5,0
2,3,0,30,33,1,0,30,2,1.0,171,0.0,0,0.857142857,0.625,1,1,82.5,1,0.5,0
3,2,0,22,28,3,0,22,2,1.0,175,0.0,0,0.8,0.666666667,2,2,55.33333333,1,0.3333,0
2,3,0,22,21,1,0,22,2,1.0,85,0.0,0,0.857142857,0.625,1,1,40.5,1,0.5,0
2,4,0,11,9,1,0,11,2,2.0,32,0.0,0,0.972222222,0.666666667,2,2,15.0,1,0.5,0
0,1,0,2,0,0,2,0,0,2.0,4,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
31,1,0,89,95,391,54,36,26,0.804761905,1017,0.142857143,0,0.0,0.154901961,0,0,31.58064516,7,2.2903,1
2,3,0,22,17,1,0,22,2,1.0,79,0.0,0,0.857142857,0.625,1,1,37.5,1,0.5,0
2,4,0,16,14,1,0,16,2,1.0,95,0.0,0,0.928571429,0.625,1,1,45.0,1,0.5,1
0,1,0,0,0,0,0,0,0,2.0,14,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
5,5,0,5,9,10,0,5,1,2.0,27,0.0,0,0.918367347,0.7,2,2,4.4,1,0.8,0
5,5,0,6,11,10,0,6,1,2.0,37,0.0,0,0.913043478,0.7,2,3,6.4,1,0.8,0
2,4,0,11,9,1,0,11,2,2.0,39,0.0,0,0.888888889,0.6,1,1,18.5,3,1.5,0
5,5,0,21,30,8,3,18,4,1.0,122,0.0,0,0.9375,0.583333333,2,4,22.6,1,0.6,1
2,4,0,14,15,1,0,14,2,1.0,67,0.0,0,0.928571429,0.625,1,1,32.0,1,0.5,0
5,3,0,12,32,2,0,12,1,0.875,332,0.375,0,0.931818182,0.5,2,4,63.8,3,1.0,0
2,4,0,10,7,1,0,10,2,2.0,17,0.0,0,0.888888889,0.6,1,1,7.5,1,0.5,0
2,1,0,19,13,0,10,9,2,0.0,81,1.0,2,0.0,0.583333333,0,0,38.0,1,0.5,0
42,1,0,525,129,851,489,37,36,0.917073171,1447,0.2,0,0.0,0.18507891,0,0,33.33333333,43,2.2143,1
4,5,0,2,9,6,0,2,3,1.111111111,32,0.0,0,0.935483871,1.0,1,1,6.25,1,0.5,0
2,2,0,10,11,1,0,10,2,1.0,42,0.0,0,0.8,0.666666667,1,1,19.5,1,0.5,0
7,1,0,21,56,19,5,16,3,0.916666667,565,0.5,0,0.0,0.466666667,0,0,79.42857143,26,11.1429,0
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
4,5,0,12,27,4,1,11,3,1.0,109,0.0,0,0.957446809,0.555555556,2,4,25.5,1,0.5,0
6,5,0,9,20,15,0,9,1,1.0,86,0.0,0,0.9,0.75,2,3,13.0,5,1.5,0
2,3,0,14,13,1,0,14,2,1.0,68,0.0,0,0.857142857,0.625,1,1,32.0,1,0.5,0
2,4,0,6,6,1,0,6,2,2.0,16,0.0,0,0.972222222,0.666666667,2,2,7.0,1,0.5,0
7,4,3,16,38,19,5,12,4,0.958333333,231,0.0,0,0.821428571,0.466666667,1,1,31.42857143,2,0.8571,0
2,4,0,14,14,1,0,14,2,1.0,54,0.0,0,0.928571429,0.625,1,1,25.5,1,0.5,0
6,4,0,19,23,9,0,19,2,0.966666667,133,0.0,0,0.826086957,0.6,2,4,20.16666667,1,0.6667,0
