2024-04-23 20:03:26,308 - Episode: 1/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 21:18:52,327 - Episode: 821/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 21:18:57,891 - Episode: 822/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-23 21:19:03,469 - Episode: 823/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:19:09,016 - Episode: 824/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:19:14,766 - Episode: 825/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:19:20,300 - Episode: 826/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:19:25,973 - Episode: 827/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:19:31,537 - Episode: 828/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:19:37,084 - Episode: 829/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:19:42,617 - Episode: 830/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-23 21:19:48,105 - Episode: 831/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-23 21:19:53,623 - Episode: 832/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:19:59,187 - Episode: 833/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:20:04,878 - Episode: 834/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:20:10,488 - Episode: 835/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:20:16,175 - Episode: 836/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-23 21:20:21,723 - Episode: 837/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:20:27,271 - Episode: 838/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:20:32,928 - Episode: 839/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:20:38,587 - Episode: 840/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:20:44,620 - Episode: 841/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:20:50,186 - Episode: 842/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:20:55,828 - Episode: 843/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:21:01,453 - Episode: 844/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:21:07,188 - Episode: 845/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:21:12,797 - Episode: 846/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-23 21:21:18,595 - Episode: 847/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 21:21:24,144 - Episode: 848/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 21:21:29,879 - Episode: 849/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 21:21:35,459 - Episode: 850/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 21:21:41,023 - Episode: 851/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 21:21:46,886 - Episode: 852/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:21:52,514 - Episode: 853/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:21:58,156 - Episode: 854/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:22:03,702 - Episode: 855/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:22:09,312 - Episode: 856/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:22:15,046 - Episode: 857/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:22:20,641 - Episode: 858/1000, Total Reward: 0.6999999999999984, Accuracy: 0.00
2024-04-23 21:22:26,361 - Episode: 859/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:22:31,942 - Episode: 860/1000, Total Reward: 2.199999999999995, Accuracy: 0.00
2024-04-23 21:22:37,504 - Episode: 861/1000, Total Reward: 2.399999999999994, Accuracy: 0.00
2024-04-23 21:22:42,988 - Episode: 862/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-23 21:22:48,505 - Episode: 863/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:22:54,165 - Episode: 864/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:22:59,698 - Episode: 865/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 21:23:05,418 - Episode: 866/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 21:23:11,045 - Episode: 867/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 21:23:16,812 - Episode: 868/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 21:23:22,346 - Episode: 869/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 21:23:27,957 - Episode: 870/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:23:33,612 - Episode: 871/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-23 21:23:39,160 - Episode: 872/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 21:23:44,785 - Episode: 873/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-23 21:23:50,332 - Episode: 874/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 21:23:55,989 - Episode: 875/1000, Total Reward: -10.099999999999998, Accuracy: 0.00
2024-04-23 21:24:01,662 - Episode: 876/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-23 21:24:07,256 - Episode: 877/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 21:24:12,945 - Episode: 878/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 21:24:18,634 - Episode: 879/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-23 21:24:24,292 - Episode: 880/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 21:24:29,917 - Episode: 881/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 21:24:35,528 - Episode: 882/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 21:24:41,201 - Episode: 883/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 21:24:46,830 - Episode: 884/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 21:24:52,535 - Episode: 885/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 21:24:58,083 - Episode: 886/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 21:25:03,648 - Episode: 887/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 21:25:09,337 - Episode: 888/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 21:25:15,089 - Episode: 889/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:25:20,810 - Episode: 890/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:25:26,312 - Episode: 891/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 21:25:31,984 - Episode: 892/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 21:25:37,469 - Episode: 893/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 21:25:43,015 - Episode: 894/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 21:25:48,609 - Episode: 895/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:25:54,125 - Episode: 896/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:25:59,734 - Episode: 897/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:26:05,328 - Episode: 898/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:26:10,892 - Episode: 899/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:26:16,627 - Episode: 900/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:26:22,380 - Episode: 901/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:26:28,022 - Episode: 902/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:26:33,711 - Episode: 903/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:26:39,353 - Episode: 904/1000, Total Reward: 2.999999999999993, Accuracy: 0.00
2024-04-23 21:26:44,965 - Episode: 905/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 21:26:50,546 - Episode: 906/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-23 21:26:56,157 - Episode: 907/1000, Total Reward: 2.399999999999994, Accuracy: 0.00
2024-04-23 21:27:01,766 - Episode: 908/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 21:27:07,314 - Episode: 909/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:27:12,894 - Episode: 910/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:27:18,535 - Episode: 911/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:27:24,178 - Episode: 912/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:27:29,680 - Episode: 913/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:27:35,355 - Episode: 914/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:27:40,983 - Episode: 915/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:27:46,672 - Episode: 916/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:27:52,882 - Episode: 917/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:27:58,369 - Episode: 918/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:28:03,936 - Episode: 919/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:28:09,423 - Episode: 920/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:28:15,301 - Episode: 921/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:28:20,929 - Episode: 922/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:28:26,478 - Episode: 923/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:28:32,105 - Episode: 924/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:28:37,670 - Episode: 925/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:28:43,280 - Episode: 926/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:28:48,765 - Episode: 927/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:28:54,375 - Episode: 928/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:28:59,908 - Episode: 929/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:29:05,410 - Episode: 930/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:29:11,035 - Episode: 931/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:29:16,786 - Episode: 932/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:29:22,479 - Episode: 933/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:29:28,107 - Episode: 934/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:29:33,656 - Episode: 935/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:29:39,203 - Episode: 936/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:29:44,813 - Episode: 937/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:29:50,470 - Episode: 938/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:29:56,003 - Episode: 939/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:30:01,723 - Episode: 940/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:30:07,303 - Episode: 941/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:30:12,852 - Episode: 942/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:30:18,654 - Episode: 943/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:30:24,141 - Episode: 944/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:30:29,722 - Episode: 945/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:30:35,239 - Episode: 946/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:30:40,834 - Episode: 947/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:30:46,556 - Episode: 948/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:30:52,155 - Episode: 949/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:30:57,782 - Episode: 950/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:31:03,332 - Episode: 951/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:31:09,006 - Episode: 952/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:31:14,555 - Episode: 953/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:31:20,152 - Episode: 954/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:31:25,826 - Episode: 955/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:31:31,406 - Episode: 956/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:31:37,046 - Episode: 957/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:31:42,452 - Episode: 958/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:31:48,016 - Episode: 959/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:31:53,690 - Episode: 960/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:31:59,238 - Episode: 961/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:32:04,974 - Episode: 962/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:32:10,554 - Episode: 963/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:32:16,289 - Episode: 964/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-23 21:32:21,886 - Episode: 965/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:32:27,419 - Episode: 966/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:32:33,031 - Episode: 967/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:32:38,594 - Episode: 968/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:32:44,266 - Episode: 969/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:32:49,860 - Episode: 970/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:32:55,391 - Episode: 971/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:33:01,032 - Episode: 972/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:33:06,642 - Episode: 973/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:33:12,253 - Episode: 974/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:33:17,910 - Episode: 975/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:33:23,616 - Episode: 976/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:33:29,181 - Episode: 977/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:33:34,746 - Episode: 978/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:33:40,421 - Episode: 979/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:33:46,016 - Episode: 980/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:33:51,582 - Episode: 981/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:33:57,130 - Episode: 982/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:34:02,757 - Episode: 983/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:34:08,431 - Episode: 984/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:34:13,949 - Episode: 985/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:34:19,687 - Episode: 986/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:34:25,219 - Episode: 987/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:34:30,845 - Episode: 988/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:34:36,363 - Episode: 989/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:34:41,942 - Episode: 990/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:34:47,664 - Episode: 991/1000, Total Reward: 7.499999999999982, Accuracy: 0.00
2024-04-23 21:34:53,292 - Episode: 992/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:34:58,918 - Episode: 993/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:35:04,468 - Episode: 994/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:35:10,031 - Episode: 995/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:35:15,749 - Episode: 996/1000, Total Reward: 7.6999999999999815, Accuracy: 0.00
2024-04-23 21:35:21,329 - Episode: 997/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:35:26,906 - Episode: 998/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:35:32,455 - Episode: 999/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:35:38,097 - Episode: 1000/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
